区域,租房链接,房源名称,房屋基本信息,房屋来源,发布时间,房屋特点,最低价(元/月),最高价(元/月)
罗湖区,https://sz.zu.ke.com/zufang/SZ2085248026389258240.html,整租 · 中海天钻 3室2厅,罗湖区-万象城/120㎡/南/3室2厅2卫/未知（39层）,窝库,今天发布,"公寓,近地铁,精装,免中介费,双卫生间,新上,随时看房",16500,16500
罗湖区,https://sz.zu.ke.com/zufang/SZ2074445423430336512.html,凤凰印象 2室1厅 6500元,罗湖区-螺岭/63㎡/东东南/2室1厅1卫/低楼层（31层）,链家,15天前发布,"近地铁,随时看房",6500,6500
罗湖区,https://sz.zu.ke.com/zufang/SZ2074516313476169728.html,万事达名苑 1室1厅 4500元,罗湖区-百仕达/46㎡/西/1室1厅1卫/低楼层（31层）,链家,15天前发布,"近地铁,随时看房",4500,4500
罗湖区,https://sz.zu.ke.com/zufang/SZ2074622791210516480.html,景贝南小区 4室1厅 6000元,罗湖区-黄贝岭/97㎡/南/4室1厅1卫/高楼层（8层）,链家,15天前发布,"近地铁,随时看房",6000,6000
罗湖区,https://sz.zu.ke.com/zufang/SZ2075241133390438400.html,怡泰大厦 2室1厅 5000元,罗湖区-黄贝岭/58㎡/东南西/2室1厅1卫/高楼层（29层）,链家,14天前发布,"近地铁,随时看房",5000,5000
罗湖区,https://sz.zu.ke.com/zufang/SZ2072864224199589888.html,整租 · 靖轩豪苑 2室1厅,罗湖区-黄贝岭/78㎡/南/2室1厅1卫/未知（32层）,平台优选房东,17天前发布,"在线签约,精装,免中介费,随时看房",7500,7500
罗湖区,https://sz.zu.ke.com/zufang/SZ2080970250195058688.html,优质精装万事达大一房、户型采光好、近3条地铁线,罗湖区-百仕达/45㎡/南/1室2厅1卫/高楼层（31层）,链家,6天前发布,"近地铁,新上,随时看房",4500,4500
罗湖区,https://sz.zu.ke.com/zufang/SZ2080975405229555712.html,罗湖东门东悦名轩 装修一房 东南朝向采光好 交通便利,罗湖区-东门/38㎡/东南/1室1厅1卫/中楼层（33层）,链家,6天前发布,"近地铁,新上,随时看房",4200,4200
罗湖区,https://sz.zu.ke.com/zufang/SZ2084644820722393088.html,大阳台采光好。环境好，大客厅，拎包入住,罗湖区-地王/84㎡/西北/2室1厅1卫/高楼层（30层）,链家,1天前发布,"近地铁,新上,随时看房",5500,5500
罗湖区,https://sz.zu.ke.com/zufang/SZ2084801184861782016.html,鸿翔花园全新装修 朝南看花园 地铁口 拎包入住,罗湖区-地王/34㎡/北/1室0厅1卫/低楼层（29层）,链家,1天前发布,"近地铁,新上,随时看房",4000,4000
罗湖区,https://sz.zu.ke.com/zufang/SZ2085179020558729216.html,东门168精装小户型单房 家电齐全 交通便利,罗湖区-螺岭/31㎡/西南/1室0厅1卫/低楼层（29层）,链家,今天发布,"近地铁,新上,随时看房",3200,3200
罗湖区,https://sz.zu.ke.com/zufang/SZ2073915499368431616.html,水贝地铁大单间全新公寓独立卫浴家私家电全齐拎包入住,罗湖区-布心/77㎡/北/1室0厅1卫/高楼层（8层）,链家,16天前发布,近地铁,1700,1700
罗湖区,https://sz.zu.ke.com/zufang/SZ2074438387821191168.html,合正荣悦 翠竹站 优质小区 精品2房,罗湖区-黄贝岭/66㎡/东南/2室1厅1卫/中楼层（32层）,链家,15天前发布,近地铁,7500,7500
罗湖区,https://sz.zu.ke.com/zufang/SZ2074552290227781632.html,深城公寓朝南两房一厅 近地铁 户型方正 通风采光好,罗湖区-笋岗/52㎡/南/1室1厅1卫/低楼层（31层）,链家,15天前发布,近地铁,4500,4500
罗湖区,https://sz.zu.ke.com/zufang/SZ2074622377618317312.html,松泉阁正规1房1厅，拎包入住家私家电齐全，FIRST出租,罗湖区-布心/40㎡/南/2室1厅1卫/低楼层（20层）,链家,15天前发布,近地铁,4500,4500
罗湖区,https://sz.zu.ke.com/zufang/SZ2077462781107372032.html,缤纷时代家园 环境优美 花园小区 正规一房 临地铁,罗湖区-螺岭/29㎡/东南/1室1厅1卫/高楼层（32层）,链家,11天前发布,近地铁,3700,3700
罗湖区,https://sz.zu.ke.com/zufang/SZ2062303357435396096.html,一房出租 适合居家 都市繁华地段 交通方便,罗湖区-螺岭/38㎡/东南/1室1厅1卫/高楼层（22层）,链家,1个月前发布,"近地铁,随时看房",3400,3400
罗湖区,https://sz.zu.ke.com/zufang/SZ2062996571481710592.html,万象城旁城市天地广场一室一厅   领包入住,罗湖区-万象城/58㎡/南/1室1厅1卫/高楼层（41层）,链家,1个月前发布,"近地铁,随时看房",5800,5800
罗湖区,https://sz.zu.ke.com/zufang/SZ2062996610220572672.html,万象城旁城市天地广场一室一厅 领包入住,罗湖区-万象城/59㎡/南/1室1厅1卫/高楼层（39层）,链家,1个月前发布,"近地铁,随时看房",5500,5500
罗湖区,https://sz.zu.ke.com/zufang/SZ2063515955409199104.html,优质精装两房、厅出阳台、户型与采光佳、三条地铁线,罗湖区-百仕达/66㎡/北/2室1厅1卫/高楼层（18层）,链家,1个月前发布,"近地铁,随时看房",5800,5800
罗湖区,https://sz.zu.ke.com/zufang/SZ2065203967163637760.html,精致百仕达优质两房、朝南采光户型佳、配套齐全,罗湖区-布心/72㎡/南/2室1厅1卫/高楼层（32层）,链家,28天前发布,"近地铁,随时看房",6500,6500
罗湖区,https://sz.zu.ke.com/zufang/SZ2067379818156539904.html,东门内精装一房一厅 全新装修1号3号线地铁口物业,罗湖区-东门/34㎡/东/1室1厅1卫/高楼层（22层）,链家,25天前发布,"近地铁,随时看房",4000,4000
罗湖区,https://sz.zu.ke.com/zufang/SZ2072870732139855872.html,整租 · 世界金融中心 2室1厅,罗湖区-万象城/47㎡/南/2室1厅1卫/未知（23层）,平台优选房东,17天前发布,"在线签约,近地铁,精装,免中介费,随时看房",7500,7500
罗湖区,https://sz.zu.ke.com/zufang/SZ2073842086012264448.html,合租 · 翠竹苑 5室1厅,罗湖区-百仕达/19㎡/南/5室1厅1卫/未知（1层）,汉仕公寓,16天前发布,"在线签约,公寓,近地铁,精装,独立阳台,免中介费,押一付一,随时看房",2400,2400
罗湖区,https://sz.zu.ke.com/zufang/SZ2059306960490340352.html,整租 · 金城华庭 2室1厅 5300元,罗湖区-螺岭/51㎡/东北/2室1厅1卫/高楼层（24层）,链家,1个月前发布,"近地铁,精装",5300,5300
罗湖区,https://sz.zu.ke.com/zufang/SZ2081007566497775616.html,福德花园 2室1厅 5000元,罗湖区-螺岭/62㎡/北/2室1厅1卫/高楼层（32层）,链家,6天前发布,"近地铁,新上,随时看房",5000,5000
罗湖区,https://sz.zu.ke.com/zufang/SZ2081795688416681984.html,合租 · 桂花大厦 4室1厅,罗湖区-地王/9㎡/南/4室1厅2卫/未知（24层）,华特公寓,5天前发布,"公寓,月租,近地铁,精装,免中介费,押一付一,新上,随时看房",800,800
罗湖区,https://sz.zu.ke.com/zufang/SZ2081536862429642752.html,鹏公馆 1室1厅 5300元,罗湖区-翠竹/47㎡/南/1室1厅1卫/低楼层（29层）,链家,5天前发布,"近地铁,新上,随时看房",5300,5300
罗湖区,https://sz.zu.ke.com/zufang/SZ2072893457256955904.html,整租 · 靖轩豪苑 2室2厅,罗湖区-黄贝岭/72㎡/东/2室2厅1卫/未知（32层）,平台优选房东,17天前发布,"精装,免中介费,随时看房",7500,7500
罗湖区,https://sz.zu.ke.com/zufang/SZ2080115565208813568.html,整租 · 中海天钻 3室1厅,罗湖区-万象城/100㎡/西南/3室1厅2卫/未知（35层）,平台优选房东,7天前发布,"近地铁,精装,免中介费,双卫生间,随时看房",15000,15000
罗湖区,https://sz.zu.ke.com/zufang/SZ2083092535857135616.html,百仕达乐湖 2室1厅 13000元,罗湖区-百仕达/87㎡/东北/2室1厅1卫/中楼层（32层）,链家,3天前发布,"近地铁,新上,随时看房",13000,13000
罗湖区,https://sz.zu.ke.com/zufang/SZ2083793841445404672.html,兴隆大厦 2室1厅 5500元,罗湖区-春风路/70㎡/东南/2室1厅2卫/高楼层（30层）,链家,2天前发布,"近地铁,新上,随时看房",5500,5500
罗湖区,https://sz.zu.ke.com/zufang/SZ2081147408208896000.html,整租 · 中海天钻 3室2厅,罗湖区-万象城/100㎡/南/3室2厅2卫/未知（35层）,平台优选房东,6天前发布,"近地铁,精装,免中介费,双卫生间,新上,随时看房",15500,15500
罗湖区,https://sz.zu.ke.com/zufang/SZ2085171229413097472.html,海珑华苑 1室0厅 3800元,罗湖区-螺岭/40㎡/南/1室0厅1卫/低楼层（27层）,链家,今天发布,"近地铁,新上,随时看房",3800,3800
罗湖区,https://sz.zu.ke.com/zufang/SZ2085184151837229056.html,雍翠华府 2室1厅 4500元,罗湖区-布心/51㎡/东南/2室1厅1卫/低楼层（35层）,链家,今天发布,"近地铁,新上,随时看房",4500,4500
罗湖区,https://sz.zu.ke.com/zufang/SZ2071383941725822976.html,华丽东村 分隔开的单间出租 一房不能做饭,罗湖区-黄贝岭/103㎡/东东南西北/3室1厅1卫/低楼层（7层）,链家,19天前发布,近地铁,1800,1800
罗湖区,https://sz.zu.ke.com/zufang/SZ2071729731455696896.html,湖滨小区滨学楼 3室2厅 5200元,罗湖区-黄贝岭/78㎡/南/3室2厅1卫/中楼层（8层）,链家,19天前发布,近地铁,5200,5200
罗湖区,https://sz.zu.ke.com/zufang/SZ2076494869484290048.html,整租 · 阳光新干线家园 1室1厅,罗湖区-春风路/40㎡/南/1室1厅1卫/未知（33层）,周周管家,12天前发布,"在线签约,公寓,近地铁,精装,免中介费",4500,4500
罗湖区,https://sz.zu.ke.com/zufang/SZ2070717882190807040.html,整租 · 深业东岭 2室2厅,罗湖区-黄贝岭/72㎡/西南/2室2厅1卫/未知（39层）,无忧智寓,20天前发布,"在线签约,公寓,近地铁,精装,免中介费",7800,7800
罗湖区,https://sz.zu.ke.com/zufang/SZ2073802753121468416.html,水库市场综合楼 2室1厅 4300元,罗湖区-百仕达/46㎡/南/2室1厅1卫/高楼层（6层）,链家,16天前发布,近地铁,4300,4300
罗湖区,https://sz.zu.ke.com/zufang/SZ2074316372396998656.html,整租 · 宝龙嘉园 3室2厅,罗湖区-笋岗/90㎡/西北/3室2厅1卫/未知（34层）,至尊寓,15天前发布,"公寓,近地铁,精装,免中介费",7200,7200
罗湖区,https://sz.zu.ke.com/zufang/SZ2074325801503039488.html,整租 · 四季御园 3室2厅,罗湖区-莲塘/88㎡/东南/3室2厅1卫/未知（47层）,至尊寓,15天前发布,"公寓,精装,免中介费",7000,7000
罗湖区,https://sz.zu.ke.com/zufang/SZ2075077774427045888.html,金城华庭 2室1厅 5800元,罗湖区-螺岭/56㎡/北/2室1厅1卫/中楼层（24层）,链家,14天前发布,近地铁,5800,5800
罗湖区,https://sz.zu.ke.com/zufang/SZ2030803258188513280.html,整租 · 洪湖公园旁 华商时代公寓 景观好安静舒适 可拎包入住,罗湖区-笋岗/63㎡/东/1室1厅1卫/中楼层（19层）,链家,2个月前发布,精装,5199,5199
罗湖区,https://sz.zu.ke.com/zufang/SZ2055491683956555776.html,整租 · 嘉年华名苑 晒布地铁口 家私齐全 拎包入住 舒适宜居,罗湖区-东门/44㎡/东南/1室1厅1卫/高楼层（31层）,链家,1个月前发布,近地铁,4700,4700
罗湖区,https://sz.zu.ke.com/zufang/SZ2059390775535607808.html,新天地名居花园式小区 一房一厅 采光通风好,罗湖区-黄贝岭/38㎡/西北/2室1厅1卫/高楼层（31层）,链家,1个月前发布,"近地铁,随时看房",5500,5500
罗湖区,https://sz.zu.ke.com/zufang/SZ2061706635508203520.html,置地逸轩 1室1厅 7500元,罗湖区-春风路/46㎡/南/1室1厅1卫/中楼层（33层）,链家,1个月前发布,"近地铁,随时看房",7500,7500
罗湖区,https://sz.zu.ke.com/zufang/SZ2063496735061180416.html,海珑华苑 2室1厅 5800元,罗湖区-螺岭/73㎡/东/2室1厅1卫/低楼层（34层）,链家,1个月前发布,"近地铁,随时看房",5800,5800
罗湖区,https://sz.zu.ke.com/zufang/SZ2063601508942872576.html,名仕阁优质两房，大剧院地铁口，近京基，家私电齐全,罗湖区-地王/53㎡/南北/2室1厅1卫/中楼层（33层）,链家,1个月前发布,"近地铁,随时看房",6000,6000
罗湖区,https://sz.zu.ke.com/zufang/SZ2064514397522903040.html,大头岭 3室2厅 5000元,罗湖区-百仕达/77㎡/南/3室2厅1卫/高楼层（8层）,链家,29天前发布,"近地铁,随时看房",5000,5000
罗湖区,https://sz.zu.ke.com/zufang/SZ2065628491101519872.html,整租 · 金丽豪苑 1室1厅,罗湖区-翠竹/53㎡/东南/1室1厅1卫/未知（30层）,杰瑞物业,27天前发布,"公寓,近地铁,精装,免中介费,随时看房",4600,4600
罗湖区,https://sz.zu.ke.com/zufang/SZ2066589271661215744.html,长丰苑 1室1厅 4500元,罗湖区-春风路/46㎡/东南/1室1厅1卫/低楼层（30层）,链家,26天前发布,"近地铁,随时看房",4500,4500
罗湖区,https://sz.zu.ke.com/zufang/SZ2066627300660609024.html,2005年的优质小区，家私家具齐全,罗湖区-春风路/39㎡/西/1室1厅1卫/低楼层（33层）,链家,26天前发布,"近地铁,随时看房",5100,5100
罗湖区,https://sz.zu.ke.com/zufang/SZ2068016088293048320.html,文锦渡口岸、黄贝岭地铁2号线，龙园苑精装两房出租。,罗湖区-黄贝岭/39㎡/东南/2室1厅1卫/中楼层（12层）,链家,24天前发布,"近地铁,随时看房",3700,3700
罗湖区,https://sz.zu.ke.com/zufang/SZ2069280209693048832.html,东门晒布地铁精装单房 采光通风优良 居家优选,罗湖区-螺岭/40㎡/南/1室1厅1卫/中楼层（24层）,链家,22天前发布,"近地铁,随时看房",4000,4000
罗湖区,https://sz.zu.ke.com/zufang/SZ2069471865897746432.html,都心名苑电梯房，精装修一房一厅。,罗湖区-螺岭/40㎡/南/1室1厅1卫/中楼层（23层）,链家,22天前发布,"近地铁,随时看房",4300,4300
罗湖区,https://sz.zu.ke.com/zufang/SZ2079435561810272256.html,整租 · 中海天钻 3室2厅,罗湖区-万象城/120㎡/东南南/3室2厅2卫/未知（39层）,平台优选房东,8天前发布,"在线签约,近地铁,精装,免中介费,双卫生间,随时看房",15000,15000
罗湖区,https://sz.zu.ke.com/zufang/SZ2079435561902546944.html,整租 · 中海天钻 3室2厅,罗湖区-万象城/120㎡/东南南/3室2厅2卫/未知（36层）,平台优选房东,8天前发布,"在线签约,近地铁,精装,免中介费,双卫生间,随时看房",15000,15000
罗湖区,https://sz.zu.ke.com/zufang/SZ2079435567187099648.html,整租 · 中海天钻 3室2厅,罗湖区-万象城/120㎡/东南南/3室2厅2卫/未知（35层）,平台优选房东,8天前发布,"在线签约,近地铁,精装,免中介费,双卫生间,随时看房",15000,15000
罗湖区,https://sz.zu.ke.com/zufang/SZ2081854137485762560.html,洪湖公园旁 华商时代公寓 景观好安静舒适 可拎包入住,罗湖区-笋岗/23㎡/西南/1室0厅1卫/中楼层（19层）,链家,5天前发布,新上,2500,2500
罗湖区,https://sz.zu.ke.com/zufang/SZ2084776618454425600.html,中航凯特大单间，近红岭地铁站，家私电齐全拎包入住,罗湖区-地王/39㎡/南/1室0厅1卫/低楼层（27层）,链家,1天前发布,"近地铁,新上",3200,3200
罗湖区,https://sz.zu.ke.com/zufang/SZ2064235943979917312.html,合租 · 航运大院 1室0厅,罗湖区-万象城/8㎡/南/1室0厅1卫/未知（8层）,平台优选房东,29天前发布,"在线签约,独立卫生间,月租,近地铁,独立阳台,免中介费,押一付一",2200,2200
罗湖区,https://sz.zu.ke.com/zufang/SZ2072351275382472704.html,整租 · 锦绣大厦 繁华地段 交通便利 配套成熟 2房6000元,罗湖区-螺岭/77㎡/南/2室2厅1卫/中楼层（30层）,链家,18天前发布,"近地铁,随时看房",5800,5800
罗湖区,https://sz.zu.ke.com/zufang/SZ2074539355741102080.html,整租 · 老街优质两房 价格便宜 宽敞明亮 近地铁,罗湖区-东门/64㎡/西/2室1厅1卫/高楼层（7层）,链家,15天前发布,"近地铁,精装,随时看房",5000,5000
罗湖区,https://sz.zu.ke.com/zufang/SZ2079401567177949184.html,整租 · 粤海花园 精装两房一厅 全新装修适合拎包入住,罗湖区-春风路/67㎡/南北/2室1厅1卫/高楼层（31层）,链家,8天前发布,"近地铁,精装",6500,6500
罗湖区,https://sz.zu.ke.com/zufang/SZ2048606079117426688.html,合租 · 荣华里 4室0厅,罗湖区-地王/30㎡/东南/4室0厅4卫/未知（8层）,玫瑰公寓,1个月前发布,"独立卫生间,近地铁,精装,独立阳台,免中介费",3080,3080
罗湖区,https://sz.zu.ke.com/zufang/SZ2063595892879409152.html,大剧院地铁口，近京基，家私电齐全 拎包入住,罗湖区-地王/52㎡/西/1室1厅1卫/中楼层（33层）,链家,1个月前发布,近地铁,5500,5500
罗湖区,https://sz.zu.ke.com/zufang/SZ2063708768612384768.html,洪湖地铁站旁 精装一房 户型方正 采光通风好,罗湖区-洪湖/24㎡/东南/1室1厅1卫/中楼层（32层）,链家,1个月前发布,近地铁,2500,2500
罗湖区,https://sz.zu.ke.com/zufang/SZ2069532477138927616.html,雅馨居2房1厅，装修好，朝南通风采光佳，家私电齐全,罗湖区-地王/60㎡/南/2室1厅1卫/中楼层（29层）,链家,22天前发布,近地铁,6000,6000
罗湖区,https://sz.zu.ke.com/zufang/SZ2069533640026488832.html,深城公寓朝南一房一厅 近地铁 户型方正 通风采光好,罗湖区-笋岗/38㎡/南/1室1厅1卫/低楼层（31层）,链家,22天前发布,近地铁,3200,3200
罗湖区,https://sz.zu.ke.com/zufang/SZ2077327656973770752.html,金色都汇 2室2厅 8200元,罗湖区-春风路/47㎡/西南/2室2厅1卫/高楼层（25层）,链家,11天前发布,近地铁,8200,8200
罗湖区,https://sz.zu.ke.com/zufang/SZ2077377161068814336.html,蛟湖路优质大两房，南北通透，采光通风好,罗湖区-东门/74㎡/南/2室2厅1卫/中楼层（5层）,链家,11天前发布,,6500,6500
罗湖区,https://sz.zu.ke.com/zufang/SZ2073899491194306560.html,整租 · 东方都会一房一厅，高层视野好，双地铁，精装修,罗湖区-新秀/35㎡/西南/1室1厅1卫/高楼层（32层）,链家,16天前发布,"近地铁,精装",3600,3600
罗湖区,https://sz.zu.ke.com/zufang/SZ1913630392670494720.html,房子复古，精装修，朝向南，环境优美,罗湖区-百仕达/134㎡/南/4室1厅2卫/高楼层（15层）,链家,7个月前发布,"近地铁,随时看房",9000,9000
罗湖区,https://sz.zu.ke.com/zufang/SZ2010647334635184128.html,松园南大三房 大壁橱大空间 高楼层采光好 交通便利,罗湖区-地王/93㎡/南北/3室2厅1卫/高楼层（8层）,链家,3个月前发布,"近地铁,随时看房",6000,6000
